0.0003125 	0.199063 	0.005 	0.00601522 	0.278693 	0
0.0009375 	0.199063 	0.005 	0.0150619 	0.290697 	0
0.0015625 	0.199063 	0.005 	0.131716 	0.208376 	0
0.0021875 	0.199063 	0.005 	0.255928 	0.143361 	0
0.0028125 	0.199063 	0.005 	0.357348 	0.0995701 	0
0.0034375 	0.199063 	0.005 	0.437873 	0.0706085 	0
0.0040625 	0.199063 	0.005 	0.501965 	0.0515748 	0
0.0046875 	0.199063 	0.005 	0.553202 	0.0389239 	0
0.0053125 	0.199063 	0.005 	0.594601 	0.0302923 	0
0.0059375 	0.199063 	0.005 	0.628543 	0.0242152 	0
0.0065625 	0.199063 	0.005 	0.656789 	0.0198027 	0
0.0071875 	0.199063 	0.005 	0.680622 	0.0165068 	0
0.0078125 	0.199063 	0.005 	0.700987 	0.0139829 	0
0.0084375 	0.199063 	0.005 	0.718589 	0.0120081 	0
0.0090625 	0.199063 	0.005 	0.733957 	0.0104341 	0
0.0096875 	0.199063 	0.005 	0.747498 	0.00915969 	0
0.0103125 	0.199063 	0.005 	0.759526 	0.00811354 	0
0.0109375 	0.199063 	0.005 	0.770289 	0.00724443 	0
0.0115625 	0.199063 	0.005 	0.779984 	0.00651474 	0
0.0121875 	0.199063 	0.005 	0.788769 	0.00589629 	0
0.0128125 	0.199063 	0.005 	0.796775 	0.00536766 	0
0.0134375 	0.199063 	0.005 	0.804108 	0.00491231 	0
0.0140625 	0.199063 	0.005 	0.810854 	0.00451733 	0
0.0146875 	0.199063 	0.005 	0.817087 	0.0041725 	0
0.0153125 	0.199063 	0.005 	0.82287 	0.00386968 	0
0.0159375 	0.199063 	0.005 	0.828253 	0.00360227 	0
0.0165625 	0.199063 	0.005 	0.833282 	0.00336493 	0
0.0171875 	0.199063 	0.005 	0.837994 	0.00315329 	0
0.0178125 	0.199063 	0.005 	0.842423 	0.0029637 	0
0.0184375 	0.199063 	0.005 	0.846596 	0.00279318 	0
0.0190625 	0.199063 	0.005 	0.850539 	0.00263919 	0
0.0196875 	0.199063 	0.005 	0.854272 	0.00249962 	0
0.0203125 	0.199063 	0.005 	0.857815 	0.00237268 	0
0.0209375 	0.199063 	0.005 	0.861185 	0.00225683 	0
