0.47501 	0.0144343 	0 	0.328676
0.458343 	0.0240572 	0 	0.297004
0.441676 	0.03368 	0 	0.261478
0.425009 	0.0433029 	0 	0.223809
0.408343 	0.0529259 	0 	0.185999
0.391676 	0.0625488 	0 	0.149175
0.375009 	0.0721717 	0 	0.111399
0.358342 	0.0817947 	0 	0.0663489
0.341675 	0.0914176 	0 	0.0212889
0.325008 	0.101041 	0 	0.0124087
0.308341 	0.110664 	0 	0.00881853
0.291674 	0.120287 	0 	0.00598447
0.275007 	0.12991 	0 	0.00325307
0.25834 	0.139533 	0 	0.000978911
0.241673 	0.149156 	0 	0.0018994
0.225006 	0.158779 	0 	0.00357323
0.208339 	0.168402 	0 	0.00654109
0.191672 	0.178025 	0 	0.0116887
0.175005 	0.187648 	0 	0.020448
0.158338 	0.197271 	0 	0.0351115
0.141671 	0.206894 	0 	0.0593249
0.125004 	0.216517 	0 	0.0988719
0.108336 	0.22614 	0 	0.162944
0.0916693 	0.235763 	0 	0.266264
0.0750022 	0.245386 	0 	0.43278
0.058335 	0.255009 	0 	0.70254
0.0416679 	0.264632 	0 	1.14571
0.0250007 	0.274255 	0 	1.89586
0.00833358 	0.283878 	0 	3.25272
