-0.45001 	0.0288686 	7.76504e-19 	3.7239
-0.416676 	0.0481144 	7.76504e-19 	3.71451
-0.383342 	0.0673603 	7.76504e-19 	3.78176
-0.350008 	0.0866062 	7.76504e-19 	3.86068
-0.316675 	0.105852 	7.76504e-19 	3.94002
-0.283341 	0.125098 	7.76504e-19 	4.01624
-0.250007 	0.144344 	7.76504e-19 	4.08804
-0.216672 	0.16359 	7.76504e-19 	4.15497
-0.183338 	0.182836 	7.76504e-19 	4.21693
-0.150004 	0.202082 	7.76504e-19 	4.274
-0.11667 	0.221328 	7.76504e-19 	4.32637
-0.0833357 	0.240575 	7.76504e-19 	4.37425
-0.0500015 	0.259821 	7.76504e-19 	4.4178
-0.0166672 	0.279067 	7.76504e-19 	4.45713
0 	0.28869 	7.76504e-19 	4.45713
