0.0003125 	0.049844 	0.005 	0.297926 	0.145458 	0
0.0009375 	0.049844 	0.005 	0.392412 	0.126774 	0
0.0015625 	0.049844 	0.005 	0.551721 	0.0758406 	0
0.0021875 	0.049844 	0.005 	0.668166 	0.0439337 	0
0.0028125 	0.049844 	0.005 	0.738321 	0.026167 	0
0.0034375 	0.049844 	0.005 	0.783602 	0.0161981 	0
0.0040625 	0.049844 	0.005 	0.815226 	0.0105535 	0
0.0046875 	0.049844 	0.005 	0.83832 	0.00728569 	0
0.0053125 	0.049844 	0.005 	0.855832 	0.00531154 	0
0.0059375 	0.049844 	0.005 	0.869581 	0.00405377 	0
0.0065625 	0.049844 	0.005 	0.880687 	0.00320843 	0
0.0071875 	0.049844 	0.005 	0.889863 	0.00261216 	0
0.0078125 	0.049844 	0.005 	0.897581 	0.00217393 	0
0.0084375 	0.049844 	0.005 	0.90417 	0.00184083 	0
0.0090625 	0.049844 	0.005 	0.909864 	0.00158068 	0
0.0096875 	0.049844 	0.005 	0.914836 	0.00137301 	0
0.0103125 	0.049844 	0.005 	0.919216 	0.00120419 	0
0.0109375 	0.049844 	0.005 	0.923103 	0.00106488 	0
0.0115625 	0.049844 	0.005 	0.926577 	0.000948423 	0
0.0121875 	0.049844 	0.005 	0.9297 	0.000849981 	0
0.0128125 	0.049844 	0.005 	0.932521 	0.000765955 	0
0.0134375 	0.049844 	0.005 	0.935082 	0.000693617 	0
0.0140625 	0.049844 	0.005 	0.937416 	0.000630868 	0
0.0146875 	0.049844 	0.005 	0.939552 	0.000576068 	0
0.0153125 	0.049844 	0.005 	0.941513 	0.000527921 	0
0.0159375 	0.049844 	0.005 	0.943319 	0.000485389 	0
0.0165625 	0.049844 	0.005 	0.944988 	0.000447635 	0
0.0171875 	0.049844 	0.005 	0.946533 	0.000413976 	0
0.0178125 	0.049844 	0.005 	0.947968 	0.000383849 	0
0.0184375 	0.049844 	0.005 	0.949304 	0.000356787 	0
0.0190625 	0.049844 	0.005 	0.950549 	0.000332399 	0
0.0196875 	0.049844 	0.005 	0.951714 	0.000310358 	0
0.0203125 	0.049844 	0.005 	0.952804 	0.000290384 	0
0.0209375 	0.049844 	0.005 	0.953828 	0.000272241 	0
0.0215625 	0.049844 	0.005 	0.95479 	0.000255724 	0
0.0221875 	0.049844 	0.005 	0.955696 	0.000240658 	0
0.0228125 	0.049844 	0.005 	0.95655 	0.00022689 	0
0.0234375 	0.049844 	0.005 	0.957358 	0.000214288 	0
0.0240625 	0.049844 	0.005 	0.958122 	0.000202737 	0
0.0246875 	0.049844 	0.005 	0.958846 	0.000192133 	0
0.0253125 	0.049844 	0.005 	0.959534 	0.000182388 	0
0.0259375 	0.049844 	0.005 	0.960187 	0.000173422 	0
0.0265625 	0.049844 	0.005 	0.96081 	0.000165163 	0
0.0271875 	0.049844 	0.005 	0.961404 	0.000157549 	0
0.0278125 	0.049844 	0.005 	0.961971 	0.000150524 	0
0.0284375 	0.049844 	0.005 	0.962513 	0.000144037 	0
0.0290625 	0.049844 	0.005 	0.963032 	0.000138041 	0
0.0296875 	0.049844 	0.005 	0.96353 	0.000132496 	0
0.0303125 	0.049844 	0.005 	0.964009 	0.000127363 	0
0.0309375 	0.049844 	0.005 	0.964469 	0.000122609 	0
0.0315625 	0.049844 	0.005 	0.964912 	0.000118203 	0
