0.466676 	0.0192457 	0 	5.7616e-05
0.45001 	0.0288686 	1.99775e-17 	0.000161081
0.416676 	0.0481144 	1.99775e-17 	0.000629598
0.383342 	0.0673603 	0 	0.00218334
0.350008 	0.0866062 	0 	0.00663806
0.316675 	0.105852 	0 	0.0178245
0.283341 	0.125098 	0 	0.0429652
0.250007 	0.144344 	0 	0.0946297
0.216672 	0.16359 	0 	0.193512
0.183338 	0.182836 	0 	0.372456
0.150004 	0.202082 	0 	0.682503
0.11667 	0.221328 	0 	1.20241
0.0833357 	0.240575 	0 	2.05471
0.0500015 	0.259821 	0 	3.43527
0.0166672 	0.279067 	0 	5.67521
