-0.45001 	0.0288686 	7.51164e-18 	0.572282 	0.792792 	0
-0.416676 	0.0481144 	7.51164e-18 	0.631119 	0.734644 	0
-0.383342 	0.0673603 	7.51164e-18 	0.709021 	0.710398 	0
-0.350008 	0.0866062 	7.51164e-18 	0.797925 	0.68972 	0
-0.316675 	0.105852 	7.51164e-18 	0.893984 	0.67844 	0
-0.283341 	0.125098 	7.51164e-18 	0.964873 	0.647404 	0
-0.250007 	0.144344 	7.51164e-18 	1.01803 	0.629445 	0
-0.216672 	0.16359 	7.51164e-18 	1.03027 	0.598661 	0
-0.183338 	0.182836 	7.51164e-18 	1.03068 	0.581625 	0
-0.150004 	0.202082 	7.51164e-18 	1.03725 	0.582083 	0
-0.11667 	0.221328 	7.51164e-18 	1.04711 	0.583945 	0
-0.0833357 	0.240575 	7.51164e-18 	1.05964 	0.591165 	0
-0.0500015 	0.259821 	7.51164e-18 	1.08083 	0.595837 	0
-0.0166672 	0.279067 	7.51164e-18 	1.14759 	0.59331 	0
0 	0.28869 	7.51164e-18 	1.14759 	0.59331 	0
