0.45001 	0.0288686 	1.2413e-17 	0.661743 	0.0141362 	0
0.416676 	0.0481144 	1.2413e-17 	0.131336 	-0.103737 	0
0.383342 	0.0673603 	1.2413e-17 	-0.116174 	-0.117364 	0
0.350008 	0.0866062 	1.2413e-17 	-0.169929 	-0.0167176 	0
0.316675 	0.105852 	1.2413e-17 	-0.143911 	0.0542984 	0
0.283341 	0.125098 	1.2413e-17 	-0.0930365 	0.102873 	0
0.250007 	0.144344 	1.2413e-17 	-0.0300539 	0.132625 	0
0.216672 	0.16359 	1.2413e-17 	0.0871611 	0.292793 	0
0.183338 	0.182836 	1.2413e-17 	0.496286 	0.562125 	0
0.150004 	0.202082 	1.2413e-17 	1.11261 	0.317463 	0
0.11667 	0.221328 	1.2413e-17 	1.43272 	0.387831 	0
0.0833357 	0.240575 	1.2413e-17 	1.51699 	0.531909 	0
0.0500015 	0.259821 	1.2413e-17 	1.60919 	0.386009 	0
0.0166672 	0.279067 	1.2413e-17 	1.51011 	0.505836 	0
