0.466676 	0.0192457 	0 	2.79013 	-1.74021 	0
0.45001 	0.0288686 	1.99775e-17 	2.84852 	-1.62791 	0
0.416676 	0.0481144 	1.99775e-17 	2.96023 	-1.42432 	0
0.383342 	0.0673603 	0 	3.15335 	-1.08908 	0
0.350008 	0.0866062 	0 	3.46025 	-0.595257 	0
0.316675 	0.105852 	0 	3.84844 	-0.0379242 	0
0.283341 	0.125098 	0 	4.08383 	0.361484 	0
0.250007 	0.144344 	0 	4.03108 	0.534429 	0
0.216672 	0.16359 	0 	3.9042 	0.645447 	0
0.183338 	0.182836 	0 	3.76174 	0.740423 	0
0.150004 	0.202082 	0 	3.60135 	0.820619 	0
0.11667 	0.221328 	0 	3.41881 	0.886999 	0
0.0833357 	0.240575 	0 	3.20649 	0.940078 	0
0.0500015 	0.259821 	0 	2.94914 	0.979671 	0
0.0166672 	0.279067 	0 	2.60701 	1.00411 	0
